pi_first_name,pi_last_name,school,state,city,website,postdoc_wanted,postdoc_ads_added_date,postdoc_ads_expiration_date,postdoc_ads_link,research_interest,source,institute_carnegie_classification
Ming,Chen,Auburn University,Alabama,Auburn,https://www.auburn.edu/cosam/faculty/chemistry/chen/research/index.htm,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Rashad,Karimov,Auburn University,Alabama,Auburn,https://karimovrashad.wixsite.com/website,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Bradley,Merner,Auburn University,Alabama,Auburn,http://ww25.mernergroup.com/?subid1=20220111-1919-10c5-925b-169f90270c84,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Stewart,Schneller,Auburn University,Alabama,Auburn,http://wp.auburn.edu/schnest/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kevin,Shaughnessy,University of Alabama,Alabama,Tuscaloosa,https://kshaughnessy.people.ua.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Timothy,Snowden,University of Alabama,Alabama,Tuscaloosa,https://chemistry.ua.edu/people/timothy-s-snowden/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Sadanandan,Velu,"University of Alabama, Birmingham",Alabama,Birmingham,http://scholars.uab.edu/display/svelu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Pengfei,Wang,"University of Alabama, Birmingham",Alabama,Birmingham,http://scholars.uab.edu/display/wangp,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Laura,Ackerman,Arizona State University,Arizona,Tempe,https://search.asu.edu/profile/3509272,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kyle,Biegasiewicz,Arizona State University,Arizona,Tempe,https://search.asu.edu/profile/3503942,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
John,Jewett,University of Arizona,Arizona,Tuscson,https://sites.google.com/site/jcjewettlab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Eugene,Mash,University of Arizona,Arizona,Tuscson,https://cbc.arizona.edu/eugene-mash,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dominic,McGrath,University of Arizona,Arizona,Tuscson,https://cbc.arizona.edu/dominic-mcgrath,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jon,Njardarson,University of Arizona,Arizona,Tuscson,https://njardarson.lab.arizona.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Robin,Polt,University of Arizona,Arizona,Tuscson,https://cbc.arizona.edu/robin-polt,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Taylor,University of Arizona,Arizona,Tuscson,https://www.taylorresearchgroup.org/,,,,https://eeik.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/211346,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Matt,McIntosh,University of Arkansas,Arkansas,Fayatteville,https://fulbright.uark.edu/departments/chemistry/directory/index/uid/mcintosh/name/Matt-McIntosh/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Susanne,Striegler,University of Arkansas,Arkansas,Fayatteville,https://sstriegl.hosted.uark.edu/index.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Nan,Zheng,University of Arkansas,Arkansas,Fayatteville,http://www.zhenggroup.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Gregory,Fu,California Institute of Technology,California,Pasadena,http://fugroup.caltech.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Hosea,Nelson,California Institute of Technology,California,Pasadena,http://www.thenelsonlab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Sarah,Reisman,California Institute of Technology,California,Pasadena,http://reismangroup.caltech.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Brian,Stoltz,California Institute of Technology,California,Pasadena,https://www.stoltz.caltech.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
David,Horne,City of Hope,California,,https://www.cityofhope.org/people/horne-david,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Douglas,Grotjahn,San Diego State University,California,San Diego,http://grotjahngroup.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Phil,Baran,Scripps Reasearch Institute,California,La Jolla,https://baranlab.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Donna,Blackmond,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/blackmond/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dale,Boger,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/boger/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Keary,Engle,Scripps Reasearch Institute,California,La Jolla,https://englelab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kim,Janda,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/janda/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
K. Barry,Sharpless,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/sharpless/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Ryan,Shenvi,Scripps Reasearch Institute,California,La Jolla,https://www.shenvilab.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Chi Huey,Wong,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/wong/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Peng,Wu,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/pwu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jin-Quan,Yu,Scripps Reasearch Institute,California,La Jolla,https://www.scripps.edu/yu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Carolyn,Bertozzi,Stanford University,California,Stanford,https://bertozzigroup.stanford.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Justin Du,Bois,Stanford University,California,Stanford,https://duboislab.stanford.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Noah,Burns,Stanford University,California,Stanford,http://web.stanford.edu/group/burnslab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Barry M.,Trost,Stanford University,California,Stanford,https://web.stanford.edu/group/bmtrost/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Paul,Wender,Stanford University,California,Stanford,https://web.stanford.edu/group/pawender/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
John,Hartwig,"University of California, Berkeley",California,Berkeley,http://www.cchem.berkeley.edu/jfhgrp/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Thomas,Maimone,"University of California, Berkeley",California,Berkeley,http://www.cchem.berkeley.edu/tjm/Lab_website/Home.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Richmond,Sarpong,"University of California, Berkeley",California,Berkeley,http://www.cchem.berkeley.edu/rsgrp/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dean,Toste,"University of California, Berkeley",California,Berkeley,http://www.cchem.berkeley.edu/toste/index.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Peter,Beal,"University of California, Davis",California,Davis,https://beal.faculty.ucdavis.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Annaliese,Franz,"University of California, Davis",California,Davis,http://chemgroups.ucdavis.edu/%7Efranz/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jaquelyn,Gervay-Hague,"University of California, Davis",California,Davis,https://chemistry.ucdavis.edu/people/jacquelyn-gervay-hague,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mark,Kurth,"University of California, Davis",California,Davis,https://chemistry.ucdavis.edu/people/mark-kurth,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mark,Mascal,"University of California, Davis",California,Davis,http://chemgroups.ucdavis.edu/~mascal/,,,,http://chemgroups.ucdavis.edu/~mascal/,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
David,Olson,"University of California, Davis",California,Davis,https://www.olsonlab.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Cody,Pitts,"University of California, Davis",California,Davis,https://www.codyrosspittslab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jared,Shaw,"University of California, Davis",California,Davis,https://shaw.faculty.ucdavis.edu,,,,https://shaw.faculty.ucdavis.edu/2021/10/20/opening-for-a-postdoctoral-researcher-2/,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Elizabeth,Bess,"University of California, Irvine",California,Irvine,https://www.besslab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Suzanne,Blum,"University of California, Irvine",California,Irvine,https://blumgroupuci.squarespace.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Vy,Dong,"University of California, Irvine",California,Irvine,https://sites.google.com/uci.edu/vydonggroup,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Elizabeth,Jarvo,"University of California, Irvine",California,Irvine,https://sites.uci.edu/jarvogroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
James,Nowick,"University of California, Irvine",California,Irvine,https://www.chem.uci.edu/~jsnowick/groupweb/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Larry,Overman,"University of California, Irvine",California,Irvine,https://faculty.sites.uci.edu/overman/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jenn,Prescher,"University of California, Irvine",California,Irvine,https://www.chem.uci.edu/~jpresche/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Sergey,Pronin,"University of California, Irvine",California,Irvine,https://faculty.sites.uci.edu/pronin/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Scott,Rychnovsky,"University of California, Irvine",California,Irvine,https://sites.uci.edu/rychnovskylab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kenneth,Shea,"University of California, Irvine",California,Irvine,https://sites.google.com/site/shealabuci/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Christopher,Vanderwal,"University of California, Irvine",California,Irvine,https://faculty.sites.uci.edu/cdv/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
David Van,Vranken,"University of California, Irvine",California,Irvine,https://vanvranken.ps.uci.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Abigail,Doyle,"University of California, Los Angeles",California,Los Angeles,https://doyle.chem.ucla.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Neil,Garg,"University of California, Los Angeles",California,Los Angeles,https://garg.chem.ucla.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Patrick,Harran,"University of California, Los Angeles",California,Los Angeles,http://www.chem.ucla.edu/harran/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Jung,"University of California, Los Angeles",California,Los Angeles,http://www.chem.ucla.edu/~jung/home.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Ohyun,Kwon,"University of California, Los Angeles",California,Los Angeles,https://www.thekwonlab.net/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Ryan,Baxter,"University of California, Merced",California,Merced,https://www.baxterlab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kevin,Kou,"University of California, Riverside",California,Riverside,https://koulab.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Pirrung,"University of California, Riverside",California,Riverside,https://sites.google.com/ucr.edu/pirrung/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Burkart,"University of California, San Diego",California,San Diego,http://burkartlab.ucsd.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Tadeusz,Molinski,"University of California, San Diego",California,San Diego,https://www-chem.ucsd.edu/faculty/profiles/molinski_tadeusz_f.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Valerie,Schmidt,"University of California, San Diego",California,San Diego,http://schmidtgroup.ucsd.edu/people.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dionicio,Siegel,"University of California, San Diego",California,San Diego,https://www.siegellabgroup.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Emmanuel,Theodorakis,"University of California, San Diego",California,San Diego,http://theodorakisgroup.ucsd.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jason,Sello,"University of California, San Francisco",California,San Francisco,https://pharmacy.ucsf.edu/jason-sello,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Javier Read de,Alaniz,"University of California, Santa Barbara",California,Santa Barbara,https://readdealanizgroup.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Bruce,Lipshutz,"University of California, Santa Barbara",California,Santa Barbara,https://lipshutz.chem.ucsb.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
R. Daniel,Little,"University of California, Santa Barbara",California,Santa Barbara,https://little.chem.ucsb.edu/home,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Thomas,Pettus,"University of California, Santa Barbara",California,Santa Barbara,https://labs.chem.ucsb.edu/pettus/tom/Pettus_Group/Pettus_Group/Welcome.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Yang,Yang,"University of California, Santa Barbara",California,Santa Barbara,https://yang.chem.ucsb.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Armen,Zakarian,"University of California, Santa Barbara",California,Santa Barbara,https://labs.chem.ucsb.edu/zakarian/armen/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Liming,Zhang,"University of California, Santa Barbara",California,Santa Barbara,https://zhang.chem.ucsb.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Rebecca,Braslau,"University of California, Santa Cruz",California,Santa Cruz,https://braslau.chemistry.ucsc.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Bakthan,Singaram,"University of California, Santa Cruz",California,Santa Cruz,https://singaram.chemistry.ucsc.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kyung,Jung,University of Southern California,California,Los Angeles,https://dornsife.usc.edu/chemistry/jung/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Nicos,Petasis,University of Southern California,California,Los Angeles,https://dornsife.usc.edu/chemistry/petasis/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
G. K. Surya,Prakash,University of Southern California,California,Los Angeles,https://dornsife.usc.edu/chemistry/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Travis,Williams,University of Southern California,California,Los Angeles,http://chem.usc.edu/~williams_group/index.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jeff,Bandar,Colorado State University,Colorado,Fort Collins,https://www.thebandargroup.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Andy,McNally,Colorado State University,Colorado,Fort Collins,https://www.mcnallygroup.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Garret,Miyake,Colorado State University,Colorado,Fort Collins,https://miyakelab.colostate.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Yian,Shi,Colorado State University,Colorado,Fort Collins,https://shilab.chem.colostate.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Tarek,Sammakia,University of Colorado,Colorado,Boulder,https://www.colorado.edu/lab/sammakiagroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Maciej,Walczak,University of Colorado,Colorado,Boulder,https://www.walczaklab.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Xiang,Wang,University of Colorado,Colorado,Boulder,https://www.colorado.edu/lab/wanggroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Bryan,Cowen,University of Denver,Colorado,Denver,http://portfolio.du.edu/bcowen,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Andrei,Kutateladze,University of Denver,Colorado,Denver,https://science.du.edu/about/faculty-directory/andrei-kutateladze,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Brian,Michel,University of Denver,Colorado,Denver,http://portfolio.du.edu/Brian.Michel,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Amy,Howell,University of Connecticut,Connecticut,Storrs,https://howell.chem.uconn.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Nicholas,Leadbeater,University of Connecticut,Connecticut,Storrs,https://nsmg.chemistry.uconn.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mark,Peczuh,University of Connecticut,Connecticut,Storrs,https://mark-peczuh.uconn.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Calter,Wesleyan University,Connecticut,Middletown,http://mcalter.faculty.wesleyan.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Craig,Crews,Yale University,Connecticut,New Haven,https://crewslab.yale.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Jon,Ellman,Yale University,Connecticut,New Haven,https://ellman.chem.yale.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Seth,Herzon,Yale University,Connecticut,New Haven,http://www.herzongroup.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
William,Jorgensen,Yale University,Connecticut,New Haven,http://zarbi.chem.yale.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Scott,Miller,Yale University,Connecticut,New Haven,https://millerlab.yale.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Timothy,Newhouse,Yale University,Connecticut,New Haven,https://campuspress.yale.edu/newhousegroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
David,Spiegel,Yale University,Connecticut,New Haven,https://spiegellab.yale.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
William,Chain,University of Delaware,Delaware,Newark,https://sites.udel.edu/chaingroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Joseph,Fox,University of Delaware,Delaware,Newark,http://www1.udel.edu/chem/fox/index.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Donald,Watson,University of Delaware,Delaware,Newark,https://sites.udel.edu/dawatsongroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mary,Watson,University of Delaware,Delaware,Newark,https://sites.udel.edu/mpwatson-lab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Neal,Zondlo,University of Delaware,Delaware,Newark,http://www1.udel.edu/chem/zondlo/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Cynthia,Dowd,George Washington University,District of Columbia,Washington DC,https://home.gwu.edu/~cdowd/,,,,,,,
Christian,Wolf,Georgetown University,District of Columbia,Washington DC,https://www.thewolfgrouponline.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Amol,Kulkarni,Howard University,District of Columbia,"Washington, DC",https://profiles.howard.edu/amol-kulkarni,,,,https://profiles.howard.edu/profile/40191/amol-a-kulkarni,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Salvatore,Lepore,Florida Atlantic University,Florida,Boca Raton,http://chemistry.fau.edu/leporelab/leporelabhome.php,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Alejandro,Bugarin,Florida Gulf Coast University,Florida,Fort Myers,https://www.fgcu.edu/directory/abugarin,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Norito,Takenaka,Florida Institute of Technology,Florida,,https://www.fit.edu/faculty-profiles/t/takenaka-norito/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
James,Frederich,Florida State University,Florida,Tallahassee,https://www.frederichlab.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Joel,Smith,Florida State University,Florida,Tallahassee,https://www.smithlab.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Hans,Renata,"Scripps Reasearch Institute, Florida",Florida,Jupiter,https://renatalab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kansang,Lee,University of Central Florida,Florida,Orlando,https://sciences.ucf.edu/chemistry/lee/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Yu,Yuan,University of Central Florida,Florida,Orlando,https://sciences.ucf.edu/chemistry/yuanlab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Aaron,Aponick,University of Florida,Florida,Gainesville,https://aponick.chem.ufl.edu/Aponick_Research/Home.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Alexander,Grenning,University of Florida,Florida,Gainesville,https://www.grenninglab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Zhongwu,Guo,University of Florida,Florida,Gainesville,https://guo.chem.ufl.edu/research/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Robert,Huigens,University of Florida,Florida,Gainesville,https://pharmacy.ufl.edu/profile/huigens-robert/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Lisa,McElwee-White,University of Florida,Florida,Gainesville,https://lmwhite.chem.ufl.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kirpal,Bisht,University of South Florida,Florida,Tampa,http://faculty.cas.usf.edu/kbisht/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Justin,Lopchuk,University of South Florida,Florida,Tampa,http://lopchuklab.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Michael,Shi,University of South Florida,Florida,Tampa,http://xmshi.myweb.usf.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Edward,Turos,University of South Florida,Florida,Tampa,https://www.usf.edu/arts-sciences/departments/chemistry/faculty/turos.aspx,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Simon,Blakey,Emory University,Georgia,Atlanta,https://www.blakeylab.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Mingji,Dai,Emory University,Georgia,Atlanta,https://dai.emorychem.science,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Huw,Davies,Emory University,Georgia,Atlanta,https://scholarblogs.emory.edu/davieslab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Lanny,Liebeskind,Emory University,Georgia,Atlanta,https://scholarblogs.emory.edu/liebeskindlab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Dennis,Liotta,Emory University,Georgia,Atlanta,https://liottaresearch.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Frank,McDonald,Emory University,Georgia,Atlanta,https://scholarblogs.emory.edu/frankmcdonaldchemistry/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
William,Wuest,Emory University,Georgia,Atlanta,https://scholarblogs.emory.edu/wuestlab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Anthony,Arduengo,Georgia Institute of Technology,Georgia,Atlanta,https://ajarduengo.net/,,,,http://ajarduengo.net/,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
M. G.,Finn,Georgia Institute of Technology,Georgia,Atlanta,http://www.finnlabresearch.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Stefan,France,Georgia Institute of Technology,Georgia,Atlanta,https://france.chemistry.gatech.edu/Home.html,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Geert-Jan,Boons,University of Georgia,Georgia,Athens,https://boonsgroup.uga.edu,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Eric,Ferreira,University of Georgia,Georgia,Athens,https://ferreiralaboratory.wordpress.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Christopher,Newton,University of Georgia,Georgia,Athens,https://www.newton-lab.org,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Marcus,Tius,University of Hawaii,Hawaii,Honolulu,http://manoa.hawaii.edu/chem/groups/tius/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Kristopher,Waynant,University of Idaho,Idaho,Moscow,https://waynantresearch.webs.com/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Hee Yeon,Cho,Loyola University Chicago,Illinois,,http://chogroup.org/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Timothy,Hagen,Northern Illinois University,Illinois,,https://www.niu.edu/hagen/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Douglas,Klumpp,Northern Illinois University,Illinois,,https://www.niu.edu/klumpp/group-members/index.shtml,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Will,Dichtel,Northwestern University,Illinois,Evanston,https://sites.northwestern.edu/dichtel/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Julia,Kalow,Northwestern University,Illinois,Evanston,https://sites.northwestern.edu/kalowlab/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Christian,Malapit,Northwestern University,Illinois,Evanston,https://www.malapitlab.com,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
SonBinh,Nguyen,Northwestern University,Illinois,Evanston,https://www.nguyengroup.northwestern.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Karl,Scheidt,Northwestern University,Illinois,Evanston,https://scheidtgroup.northwestern.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Richard,Silverman,Northwestern University,Illinois,Evanston,https://silverman.northwestern.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Fraser,Stoddard,Northwestern University,Illinois,Evanston,https://stoddart.northwestern.edu/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Regan,Thomson,Northwestern University,Illinois,Evanston,https://sites.northwestern.edu/thomson/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
Guangbin,Dong,University of Chicago,Illinois,Chicago,https://voices.uchicago.edu/donggroup/,,,,,synthetic organic,https://www.organicdivision.org/organicsyntheticfaculty/,
